latitude_bin0,longitude_bin0,algorithmrun_flag,cover,l2b_quality_flag,omega,rh100,landsat_treecover,urban_proportion,shot_number
41.31976290273405,-72.95345174667649,0,-9999.0,0,1.0,0,0.0,75,173890000200274332
41.32006622078042,-72.95290018213691,0,-9999.0,0,1.0,0,12.0,66,173890000200274333
41.32036935585315,-72.95234890445526,0,-9999.0,0,1.0,0,0.0,94,173890000200274334
41.32067259604431,-72.95179725552207,0,-9999.0,0,1.0,0,0.0,92,173890000200274335
41.32097569263368,-72.95124581974892,0,-9999.0,0,1.0,0,22.0,90,173890000200274336
41.321581876927844,-72.95014264593081,0,-9999.0,0,1.0,0,0.0,96,173890000200274337
41.321885054863344,-72.94959071617158,0,-9999.0,0,1.0,0,18.0,91,173890000200274338
41.32218819344107,-72.949038793401,0,-9999.0,0,1.0,0,0.0,70,173890000200274339
41.3224911678555,-72.94848717497192,0,-9999.0,0,1.0,0,45.0,32,173890000200274340
41.322794200685024,-72.94793535436742,0,-9999.0,0,1.0,0,18.0,51,173890000200274341
41.323097104680656,-72.94738377376156,0,-9999.0,0,1.0,0,12.0,0,173890000200274342
41.32340020774099,-72.94683168281156,0,-9999.0,0,1.0,0,12.0,0,173890000200274343
41.323703020879705,-72.94628022221504,0,-9999.0,0,1.0,0,58.0,0,173890000200274344
41.324006077599584,-72.94572816569517,0,-9999.0,0,1.0,0,78.0,0,173890000200274345
41.32430884798946,-72.94517674848991,0,-9999.0,0,1.0,0,49.0,0,173890000200274346
41.3246118453463,-72.94462479161785,0,-9999.0,0,1.0,0,75.0,0,173890000200274347
41.32491483582936,-72.94407284492043,0,-9999.0,0,1.0,0,45.0,0,173890000200274348
41.325217592281454,-72.94352144306197,0,-9999.0,0,1.0,0,47.0,0,173890000200274349
41.3255205636484,-72.94296955545832,0,-9999.0,0,1.0,0,45.0,23,173890000200274350
41.325823309509076,-72.94241821051132,0,-9999.0,0,1.0,0,11.0,17,173890000200274351
41.326126194843184,-72.94186657200994,0,-9999.0,0,1.0,0,59.0,25,173890000200274352
41.326428965092205,-72.94131523780463,0,-9999.0,0,1.0,0,28.0,70,173890000200274353
41.326731785560845,-72.94076383449332,0,-9999.0,0,1.0,0,11.0,78,173890000200274354
41.327034555284,-72.94021260433728,0,-9999.0,0,1.0,0,0.0,56,173890000200274355
41.32733740264583,-72.93966125677608,0,-9999.0,0,1.0,0,47.0,5,173890000200274356
41.327640183762234,-72.93911009590164,0,-9999.0,0,1.0,0,75.0,0,173890000200274357
41.32794283360415,-72.93855928003826,0,-9999.0,0,1.0,0,86.0,0,173890000200274358
41.32824566010403,-72.93800809992456,0,-9999.0,0,1.0,0,100.0,2,173890000200274359
41.32854818728502,-72.93745765136832,0,-9999.0,0,1.0,0,0.0,21,173890000200274360
41.328850906261074,-72.93690679014212,0,-9999.0,0,1.0,0,0.0,44,173890000200274361
41.32915347304336,-72.93635630565079,0,-9999.0,0,1.0,0,0.0,80,173890000200274362
41.329456128104034,-72.93580563480458,0,-9999.0,0,1.0,0,4.0,93,173890000200274363
41.32975879967502,-72.93525493668943,0,-9999.0,0,1.0,0,0.0,88,173890000200274364
41.330061460736616,-72.93470426678012,0,-9999.0,0,1.0,0,11.0,87,173890000200274365
41.330364110779435,-72.93415361997803,0,-9999.0,0,1.0,0,0.0,45,173890000200274366
41.33066659899791,-72.93360333841314,0,-9999.0,0,1.0,0,45.0,46,173890000200274367
41.3309692632183,-72.93305263268567,0,-9999.0,0,1.0,0,0.0,70,173890000200274368
41.33127174949758,-72.93250231608926,0,-9999.0,0,1.0,0,75.0,33,173890000200274369
41.331574389316195,-72.93195161355325,0,-9999.0,0,1.0,0,18.0,71,173890000200274370
41.33187678984974,-72.9314014284198,0,-9999.0,0,1.0,0,0.0,84,173890000200274371
41.33217929447199,-72.93085095832765,0,-9999.0,0,1.0,0,18.0,85,173890000200274372
41.33248177218092,-72.93030049948072,0,-9999.0,0,1.0,0,31.0,66,173890000200274373
41.33278438988295,-72.92974965897197,0,-9999.0,0,1.0,0,18.0,7,173890000200274374
41.3330869148083,-72.92919896870232,0,-9999.0,0,1.0,0,45.0,64,173890000200274375
41.33338931339871,-72.92864849922701,0,-9999.0,0,1.0,0,45.0,87,173890000200274376
41.33369178026104,-72.92809779347505,0,-9999.0,0,1.0,0,44.0,40,173890000200274377
41.33399408905963,-72.92754736847432,0,-9999.0,0,1.0,0,59.0,44,173890000200274378
41.334296669213145,-72.92699622248347,0,-9999.0,0,1.0,0,0.0,60,173890000200274379
41.33459892514281,-72.92644572986869,0,-9999.0,0,1.0,0,5.0,12,173890000200274380
41.33486336825679,-72.925982736533,0,-9999.0,0,1.0,0,14.0,53,173890000200274381
41.33516565321474,-72.92543200872814,0,-9999.0,0,1.0,0,30.0,80,173890000200274382
41.335468078845494,-72.92488089120444,0,-9999.0,0,1.0,0,0.0,98,173890000200274383
41.3357705066689,-72.92432971795603,0,-9999.0,0,1.0,0,20.0,92,173890000200274384
41.33607281074461,-72.92377879394749,0,-9999.0,0,1.0,0,20.0,95,173890000200274385
41.336375193916076,-72.92322766340428,0,-9999.0,0,1.0,0,12.0,68,173890000200274386
41.33667743627323,-72.92267684895688,0,-9999.0,0,1.0,0,5.0,54,173890000200274387
41.336979833724385,-72.92212567844392,0,-9999.0,0,1.0,0,44.0,1,173890000200274388
41.337282185166266,-72.92157463174671,0,-9999.0,0,1.0,0,47.0,2,173890000200274389
41.337584632208184,-72.92102339410025,0,-9999.0,0,1.0,0,74.0,9,173890000200274390
41.33788695043356,-72.92047249859895,0,-9999.0,0,1.0,0,4.0,77,173890000200274391
41.338189448301456,-72.91992124478787,0,-9999.0,0,1.0,0,47.0,63,173890000200274392
41.33849198856913,-72.91936996360639,0,-9999.0,0,1.0,0,97.0,20,173890000200274393
41.338794464387696,-72.91881891671103,0,-9999.0,0,1.0,0,75.0,0,173890000200274394
41.33909711460729,-72.91826756413299,0,-9999.0,0,1.0,0,86.0,0,173890000200274395
41.33939955647639,-72.91771680586871,0,-9999.0,0,1.0,0,94.0,0,173890000200274396
41.340004841507195,-72.91661475045429,0,-9999.0,0,1.0,0,86.0,17,173890000200274397
41.34030771545794,-72.91606340862057,0,-9999.0,0,1.0,0,80.0,34,173890000200274398
41.34061043291047,-72.91551259595803,0,-9999.0,0,1.0,0,59.0,21,173890000200274399
41.34091333022112,-72.91496154656082,0,-9999.0,0,1.0,0,45.0,33,173890000200274400
41.34121632640541,-72.91441046137216,0,-9999.0,0,1.0,0,6.0,92,173890000200274401
41.34151926099949,-72.91385972630937,0,-9999.0,0,1.0,0,0.0,100,173890000200274402
41.34182246387719,-72.91330858977702,0,-9999.0,0,1.0,0,13.0,75,173890000200274403
41.34212546359119,-72.91275814343871,0,-9999.0,0,1.0,0,0.0,33,173890000200274404
41.34242875429361,-72.91220723015219,0,-9999.0,0,1.0,0,4.0,7,173890000200274405
41.34273190670676,-72.91165683103594,0,-9999.0,0,1.0,0,97.0,12,173890000200274406
41.343035339798114,-72.91110596180107,0,-9999.0,0,1.0,0,45.0,51,173890000200274407
41.343338704942425,-72.91055541754737,0,-9999.0,0,1.0,0,78.0,11,173890000200274408
41.34364216279891,-72.91000481248973,0,-9999.0,0,1.0,0,0.0,9,173890000200274409
41.34394573433371,-72.9094540845153,0,-9999.0,0,1.0,0,100.0,12,173890000200274410
41.34424918689392,-72.90890376006305,0,-9999.0,0,1.0,0,55.0,18,173890000200274411
41.344552811979725,-72.90835315010713,0,-9999.0,0,1.0,0,95.0,19,173890000200274412
41.34485634188197,-72.90780286151913,0,-9999.0,0,1.0,0,59.0,10,173890000200274413
41.345159973848034,-72.90725242449423,0,-9999.0,0,1.0,0,29.0,0,173890000200274414
41.34546358833965,-72.90670210226652,0,-9999.0,0,1.0,0,0.0,0,173890000200274415
41.3460708905452,-72.9056014593665,0,-9999.0,0,1.0,0,0.0,2,173890000200274416
41.34637461721597,-72.90505102130854,0,-9999.0,0,1.0,0,0.0,15,173890000200274417
41.34667819841355,-72.90450094224316,0,-9999.0,0,1.0,0,100.0,2,173890000200274418
41.346981916855825,-72.90395055331841,0,-9999.0,0,1.0,0,97.0,0,173890000200274419
41.34728565994599,-72.90340010196756,0,-9999.0,0,1.0,0,86.0,0,173890000200274420
41.347589324235656,-72.90284981527806,0,-9999.0,0,1.0,0,97.0,0,173890000200274421
41.347892995503564,-72.9022994808661,0,-9999.0,0,1.0,0,12.0,35,173890000200274422
41.34819652370483,-72.9017494330275,0,-9999.0,0,1.0,0,0.0,88,173890000200274423
41.34850016839805,-72.90119905732602,0,-9999.0,0,1.0,0,94.0,65,173890000200274424
41.34880361928285,-72.9006490595918,0,-9999.0,0,1.0,0,97.0,21,173890000200274425
41.349107312072455,-72.90009841621901,0,-9999.0,0,1.0,0,44.0,43,173890000200274426
41.349410756399685,-72.89954825788399,0,-9999.0,0,1.0,0,55.0,29,173890000200274427
41.34971418868612,-72.89899803955235,0,-9999.0,0,1.0,0,0.0,66,173890000200274428
41.35001764537651,-72.89844768070665,0,-9999.0,0,1.0,0,0.0,73,173890000200274429
41.2920004253143,-72.99133360773752,0,-9999.0,0,1.0,0,100.0,0,173890100200274272
41.292303439289086,-72.99078367163305,0,-9999.0,0,1.0,0,100.0,0,173890100200274273
41.292606622179896,-72.99023337247752,0,-9999.0,0,1.0,0,100.0,0,173890100200274274
41.292909717337,-72.98968327268999,0,-9999.0,0,1.0,0,100.0,1,173890100200274275
41.293213062954315,-72.9891326419242,0,-9999.0,0,1.0,0,75.0,53,173890100200274276
41.29351627953589,-72.98858230995968,0,-9999.0,0,1.0,0,32.0,79,173890100200274277
41.293819408489945,-72.98803219127306,0,-9999.0,0,1.0,0,15.0,35,173890100200274278
41.29412278054978,-72.98748157170792,0,-9999.0,0,1.0,0,94.0,7,173890100200274279
41.29442600678062,-72.9869313016137,0,-9999.0,0,1.0,0,59.0,0,173890100200274280
41.294729428950816,-72.98638064222662,0,-9999.0,0,1.0,0,94.0,0,173890100200274281
41.295032676473625,-72.98583040459471,0,-9999.0,0,1.0,0,100.0,0,173890100200274282
41.29533616444201,-72.9852796871474,0,-9999.0,0,1.0,0,100.0,0,173890100200274283
41.29563951832951,-72.98472929887065,0,-9999.0,0,1.0,0,100.0,0,173890100200274284
41.295943116214495,-72.98417841164357,0,-9999.0,0,1.0,0,100.0,0,173890100200274285
41.29624665047634,-72.98362768812089,0,-9999.0,0,1.0,0,100.0,0,173890100200274286
41.29655003938746,-72.9830772996688,0,-9999.0,0,1.0,0,100.0,0,173890100200274287
41.2968536900523,-72.9825263549866,0,-9999.0,0,1.0,0,100.0,0,173890100200274288
41.297157193517286,-72.98197573717874,0,-9999.0,0,1.0,0,100.0,0,173890100200274289
41.297460945541744,-72.98142457899651,0,-9999.0,0,1.0,0,100.0,0,173890100200274290
41.297764428373775,-72.98087400083462,0,-9999.0,0,1.0,0,100.0,0,173890100200274291
41.29806812659788,-72.98032294220569,0,-9999.0,0,1.0,0,100.0,0,173890100200274292
41.29837159849736,-72.97977235755553,0,-9999.0,0,1.0,0,100.0,0,173890100200274293
41.298675314279336,-72.97922121822015,0,-9999.0,0,1.0,0,16.0,0,173890100200274294
41.2989790936985,-72.9786699098714,0,-9999.0,0,1.0,0,100.0,0,173890100200274295
41.29928254844365,-72.9781192708548,0,-9999.0,0,1.0,0,100.0,0,173890100200274296
41.299586260713006,-72.97756802883472,0,-9999.0,0,1.0,0,90.0,0,173890100200274297
41.29988975113476,-72.9770172200729,0,-9999.0,0,1.0,0,100.0,0,173890100200274298
41.30019347072096,-72.97646585757896,0,-9999.0,0,1.0,0,97.0,10,173890100200274299
41.300497026260174,-72.9759147904013,0,-9999.0,0,1.0,0,45.0,31,173890100200274300
41.300800624745705,-72.97536356181445,0,-9999.0,0,1.0,0,32.0,28,173890100200274301
41.30110406962101,-72.97481259365,0,-9999.0,0,1.0,0,86.0,10,173890100200274302
41.30140766164536,-72.97426122515571,0,-9999.0,0,1.0,0,71.0,0,173890100200274303
41.301711282357815,-72.97370970765765,0,-9999.0,0,1.0,0,72.0,0,173890100200274304
41.302014669935744,-72.97315860501483,0,-9999.0,0,1.0,0,72.0,0,173890100200274305
41.30231819505385,-72.97260710432609,0,-9999.0,0,1.0,0,100.0,7,173890100200274306
41.302621480144644,-72.97205602338275,0,-9999.0,0,1.0,0,100.0,42,173890100200274307
41.30292493377305,-72.97150447992225,0,-9999.0,0,1.0,0,86.0,60,173890100200274308
41.30322825985106,-72.97095312658429,0,-9999.0,0,1.0,0,20.0,45,173890100200274309
41.303531612201844,-72.97040163705921,0,-9999.0,0,1.0,0,43.0,49,173890100200274310
41.303834837531284,-72.96985035388987,0,-9999.0,0,1.0,0,43.0,84,173890100200274311
41.304138130028655,-72.96929886292006,0,-9999.0,0,1.0,0,45.0,97,173890100200274312
41.304441493361374,-72.96874716455595,0,-9999.0,0,1.0,0,32.0,91,173890100200274313
41.30474467409327,-72.9681958192682,0,-9999.0,0,1.0,0,0.0,100,173890100200274314
41.305047923195694,-72.96764428932563,0,-9999.0,0,1.0,0,0.0,61,173890100200274315
41.30535101810408,-72.96709306744751,0,-9999.0,0,1.0,0,94.0,19,173890100200274316
41.305654300300624,-72.96654141950575,0,-9999.0,0,1.0,0,20.0,51,173890100200274317
41.30595736009819,-72.96599024524313,0,-9999.0,0,1.0,0,0.0,6,173890100200274318
41.30626063241116,-72.96543860718633,0,-9999.0,0,1.0,0,0.0,0,173890100200274319
41.306563740598875,-72.96488733336294,0,-9999.0,0,1.0,0,0.0,0,173890100200274320
41.30686688411115,-72.96433599810469,0,-9999.0,0,1.0,0,0.0,0,173890100200274321
41.30717020281068,-72.96378430598656,0,-9999.0,0,1.0,0,0.0,0,173890100200274322
41.30747322326932,-72.963233295713,0,-9999.0,0,1.0,0,16.0,0,173890100200274323
41.30777653622102,-72.96268169002994,0,-9999.0,0,1.0,0,0.0,0,173890100200274324
41.308079574102635,-72.9621307331237,0,-9999.0,0,1.0,0,0.0,10,173890100200274325
41.308382766646794,-72.96157949811207,0,-9999.0,0,1.0,0,0.0,28,173890100200274326
41.30868591528292,-72.961028425542,0,-9999.0,0,1.0,0,0.0,9,173890100200274327
41.308989190447285,-72.96047715342945,0,-9999.0,0,1.0,0,0.0,44,173890100200274328
41.30929233392587,-72.95992625215457,0,-9999.0,0,1.0,0,0.0,90,173890100200274329
41.309595584919585,-72.95937520947142,0,-9999.0,0,1.0,0,0.0,88,173890100200274330
41.309898968148865,-72.95882397878225,0,-9999.0,0,1.0,0,5.0,87,173890100200274331
41.31022920577482,-72.95821438511327,0,-9999.0,0,1.0,0,13.0,33,173890100200274332
41.310505532035606,-72.95772223168957,0,-9999.0,0,1.0,0,22.0,11,173890100200274333
41.310808694530515,-72.95717173492285,0,-9999.0,0,1.0,0,94.0,3,173890100200274334
41.31111207274273,-72.95662083296209,0,-9999.0,0,1.0,0,0.0,46,173890100200274335
41.311415255045944,-72.95607041155178,0,-9999.0,0,1.0,0,45.0,81,173890100200274336
41.31171870014326,-72.95551946251565,0,-9999.0,0,1.0,0,45.0,25,173890100200274337
41.31202201828342,-72.95496882400539,0,-9999.0,0,1.0,0,0.0,0,173890100200274338
41.312325358834904,-72.95441816060622,0,-9999.0,0,1.0,0,0.0,0,173890100200274339
41.31262878073816,-72.95386733433092,0,-9999.0,0,1.0,0,37.0,0,173890100200274340
41.31293201141658,-72.95331692811173,0,-9999.0,0,1.0,0,94.0,0,173890100200274341
41.31323546778673,-72.95276602464406,0,-9999.0,0,1.0,0,94.0,2,173890100200274342
41.31353877472116,-72.95221543032524,0,-9999.0,0,1.0,0,43.0,38,173890100200274343
41.31384206879388,-72.95166483755428,0,-9999.0,0,1.0,0,0.0,81,173890100200274344
41.31414536687737,-72.95111419990883,0,-9999.0,0,1.0,0,0.0,87,173890100200274345
41.314448757295985,-72.95056331480141,0,-9999.0,0,1.0,0,12.0,97,173890100200274346
41.31475200936635,-72.95001267419936,0,-9999.0,0,1.0,0,0.0,37,173890100200274347
41.315055372303235,-72.94946172580721,0,-9999.0,0,1.0,0,0.0,22,173890100200274348
41.31535869692697,-72.94891078414456,0,-9999.0,0,1.0,0,13.0,96,173890100200274349
41.31566182019489,-72.9483601939407,0,-9999.0,0,1.0,0,0.0,82,173890100200274350
41.31596520951311,-72.94780892777504,0,-9999.0,0,1.0,0,0.0,35,173890100200274351
41.31626838231405,-72.94725802611224,0,-9999.0,0,1.0,0,11.0,27,173890100200274352
41.316571640602874,-72.94670684762224,0,-9999.0,0,1.0,0,39.0,82,173890100200274353
41.31687489061812,-72.94615555976411,0,-9999.0,0,1.0,0,0.0,86,173890100200274354
41.31717810623511,-72.94560421047656,0,-9999.0,0,1.0,0,0.0,91,173890100200274355
41.31748118256582,-72.94505302886515,0,-9999.0,0,1.0,0,5.0,70,173890100200274356
41.31778450958753,-72.9445011739777,0,-9999.0,0,1.0,0,0.0,73,173890100200274357
41.31808759771891,-72.94394972037962,0,-9999.0,0,1.0,0,13.0,35,173890100200274358
41.31869388331424,-72.94284625205243,0,-9999.0,0,1.0,0,0.0,99,173890100200274359
41.31899683160587,-72.94229479663458,0,-9999.0,0,1.0,0,0.0,92,173890100200274360
41.31929995406578,-72.94174287693393,0,-9999.0,0,1.0,0,0.0,91,173890100200274361
41.31960281873514,-72.9411914419113,0,-9999.0,0,1.0,0,0.0,89,173890100200274362
41.319905959103146,-72.94063933816113,0,-9999.0,0,1.0,0,0.0,82,173890100200274363
41.32020895513191,-72.94008748889362,0,-9999.0,0,1.0,0,0.0,23,173890100200274364
41.32051181665658,-72.93953588113881,0,-9999.0,0,1.0,0,4.0,15,173890100200274365
41.32081492621278,-72.93898369020881,0,-9999.0,0,1.0,0,0.0,19,173890100200274366
41.32111769140185,-72.93843221477218,0,-9999.0,0,1.0,0,0.0,47,173890100200274367
41.321420686611184,-72.93788021214112,0,-9999.0,0,1.0,0,0.0,82,173890100200274368
41.32172352479244,-72.93732853417387,0,-9999.0,0,1.0,0,0.0,88,173890100200274369
41.32202640478303,-72.93677675610338,0,-9999.0,0,1.0,0,0.0,98,173890100200274370
41.32232920998021,-72.93622514038599,0,-9999.0,0,1.0,0,0.0,90,173890100200274371
41.32263208978969,-72.93567337010042,0,-9999.0,0,1.0,0,0.0,100,173890100200274372
41.322934774872486,-72.93512204038456,0,-9999.0,0,1.0,0,3.0,99,173890100200274373
41.32323770522527,-72.93457020137156,0,-9999.0,0,1.0,0,13.0,81,173890100200274374
41.32354052931229,-72.93401862723924,0,-9999.0,0,1.0,0,31.0,13,173890100200274375
41.323843247246515,-72.93346732604884,0,-9999.0,0,1.0,0,94.0,37,173890100200274376
41.32414602859463,-72.932915937339,0,-9999.0,0,1.0,0,51.0,63,173890100200274377
41.32444872168426,-72.93236479958671,0,-9999.0,0,1.0,0,0.0,84,173890100200274378
41.32475148269909,-72.9318135690961,0,-9999.0,0,1.0,0,0.0,91,173890100200274379
41.325054128280875,-72.93126262358021,0,-9999.0,0,1.0,0,0.0,95,173890100200274380
41.32535680939588,-72.93071164835894,0,-9999.0,0,1.0,0,0.0,96,173890100200274381
41.32565931796194,-72.93016109058338,0,-9999.0,0,1.0,0,0.0,93,173890100200274382
41.325962058376355,-72.92961006261673,0,-9999.0,0,1.0,0,0.0,98,173890100200274383
41.3262648367408,-72.92905898011858,0,-9999.0,0,1.0,0,0.0,99,173890100200274384
41.32656726421638,-72.92850868403154,0,-9999.0,0,1.0,0,0.0,94,173890100200274385
41.32686991098726,-72.92795792552907,0,-9999.0,0,1.0,0,32.0,60,173890100200274386
41.32717237116554,-72.92740758211555,0,-9999.0,0,1.0,0,5.0,85,173890100200274387
41.32747505002416,-72.92685676476763,0,-9999.0,0,1.0,0,0.0,37,173890100200274388
41.32777751997987,-72.92630639828076,0,-9999.0,0,1.0,0,39.0,24,173890100200274389
41.32808012679679,-72.92575572266661,0,-9999.0,0,1.0,0,28.0,83,173890100200274390
41.32838252947628,-72.92520547467572,0,-9999.0,0,1.0,0,0.0,98,173890100200274391
41.32868510227046,-72.92465483215648,0,-9999.0,0,1.0,0,11.0,90,173890100200274392
41.32898764387902,-72.92410422687743,0,-9999.0,0,1.0,0,13.0,49,173890100200274393
41.329290086652435,-72.92355380002672,0,-9999.0,0,1.0,0,58.0,7,173890100200274394
41.32959262879306,-72.9230031129772,0,-9999.0,0,1.0,0,50.0,20,173890100200274395
41.32989492183941,-72.92245291816138,0,-9999.0,0,1.0,0,97.0,40,173890100200274396
41.33019740903153,-72.92190224363762,0,-9999.0,0,1.0,0,28.0,81,173890100200274397
41.33049974999192,-72.92135182423633,0,-9999.0,0,1.0,0,45.0,27,173890100200274398
41.3308023674305,-72.9208007321253,0,-9999.0,0,1.0,0,78.0,0,173890100200274399
41.33110459575026,-72.92025041137012,0,-9999.0,0,1.0,0,4.0,36,173890100200274400
41.33140695235418,-72.91969972779988,0,-9999.0,0,1.0,0,31.0,48,173890100200274401
41.33170936522129,-72.9191488315796,0,-9999.0,0,1.0,0,49.0,22,173890100200274402
41.33201165746467,-72.91859810779415,0,-9999.0,0,1.0,0,94.0,0,173890100200274403
41.332275166533826,-72.91813182212648,0,-9999.0,0,1.0,0,70.0,0,173890100200274404
41.332577325882816,-72.91758124299716,0,-9999.0,0,1.0,0,58.0,0,173890100200274405
